timestamp,value,__name__,instance,job
2026-08-15 09:40:42.383142,59634913280.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:40:47.387891,59607838720.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:40:52.388101,59579600896.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:40:57.387467,59559583744.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:41:02.388106,59538595840.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:41:07.384939,59517210624.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:41:12.387414,59496566784.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:41:17.385566,59472564224.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:41:22.388130,59481980928.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:41:27.384055,59473641472.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:41:32.388141,59476115456.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:41:37.388130,59472912384.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:41:42.384180,59474010112.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:41:47.387883,59477692416.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:41:52.387625,59484409856.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:41:57.388114,59480457216.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:42:02.388092,59457875968.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:42:07.383415,59449036800.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:42:12.388140,59454914560.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:42:17.385761,59454590976.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:42:22.388103,59447099392.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:42:27.388128,59443552256.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:42:32.388118,59434729472.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:42:37.387881,59444203520.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:42:42.388157,59430318080.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:42:47.388117,59415592960.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:42:52.388062,58478927872.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:42:57.388153,58114912256.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:43:02.388131,58311897088.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:43:07.387884,58405068800.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:43:12.388171,58453655552.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:43:17.388123,58505629696.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:43:22.384867,58523656192.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:43:27.388177,58543378432.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:43:32.387189,58527395840.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:43:37.388138,58536636416.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:43:42.384049,58528768000.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:43:47.388161,58543243264.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:43:52.388119,58547781632.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:43:57.387871,58545807360.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:44:02.388100,58546552832.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:44:07.388215,58552217600.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:44:12.385090,58555383808.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:44:17.388158,58554368000.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:44:22.388112,58554257408.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:44:27.388117,58545725440.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:44:32.388120,58550743040.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:44:37.388141,58579648512.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:44:42.388138,58596880384.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:44:47.388144,58600792064.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:44:52.388131,58670792704.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:44:57.386782,58672754688.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:45:02.388131,58671349760.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:45:07.386257,58668990464.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:45:12.388148,58680201216.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:45:17.388115,58682822656.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:45:22.388094,58681847808.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:45:27.388115,58688946176.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:45:32.388126,58685681664.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:45:37.388111,58680070144.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:45:42.388117,58675994624.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:45:47.387719,58679472128.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:45:52.384191,58668929024.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:45:57.388150,58665353216.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:46:02.388122,58665365504.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:46:07.388145,58668716032.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:46:12.388111,58666303488.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
2026-08-15 09:46:17.388148,58665267200.0,node_memory_MemAvailable_bytes,172.22.174.66:9100,node-exporter
