timestamp,value,instance,job
2026-08-14 17:10:55.823420,0.00312539999999899,172.22.174.66:9100,node-exporter
2026-08-14 17:11:00.827894,0.003178654545455505,172.22.174.66:9100,node-exporter
2026-08-14 17:11:05.823929,0.003159527272726915,172.22.174.66:9100,node-exporter
2026-08-14 17:11:10.828440,0.003179436363635349,172.22.174.66:9100,node-exporter
2026-08-14 17:11:15.827921,0.003167181818180738,172.22.174.66:9100,node-exporter
2026-08-14 17:11:20.828385,0.0031683272727274347,172.22.174.66:9100,node-exporter
2026-08-14 17:11:25.828318,0.003159745454546613,172.22.174.66:9100,node-exporter
2026-08-14 17:11:30.825326,0.0030570000000001195,172.22.174.66:9100,node-exporter
2026-08-14 17:11:35.824464,0.003050927272726188,172.22.174.66:9100,node-exporter
2026-08-14 17:11:40.828422,0.003112672727274912,172.22.174.66:9100,node-exporter
2026-08-14 17:11:45.827896,0.003130545454543856,172.22.174.66:9100,node-exporter
2026-08-14 17:11:50.828406,0.0031097818181830337,172.22.174.66:9100,node-exporter
2026-08-14 17:11:55.828442,0.0030568181818166934,172.22.174.66:9100,node-exporter
2026-08-14 17:12:00.824934,0.003036909090908259,172.22.174.66:9100,node-exporter
2026-08-14 17:12:05.828414,0.0029987636363640294,172.22.174.66:9100,node-exporter
2026-08-14 17:12:10.826799,0.0030201454545456066,172.22.174.66:9100,node-exporter
2026-08-14 17:12:15.828415,0.0030036363636347894,172.22.174.66:9100,node-exporter
2026-08-14 17:12:20.827874,0.0029972363636364785,172.22.174.66:9100,node-exporter
2026-08-14 17:12:25.827892,0.003009999999998895,172.22.174.66:9100,node-exporter
2026-08-14 17:12:30.828400,0.0030073999999992583,172.22.174.66:9100,node-exporter
2026-08-14 17:12:35.826257,0.0029574909090900867,172.22.174.66:9100,node-exporter
2026-08-14 17:12:40.828405,0.0029363272727261406,172.22.174.66:9100,node-exporter
2026-08-14 17:12:45.827509,0.0029650727272734333,172.22.174.66:9100,node-exporter
2026-08-14 17:12:50.823941,0.002970836363636987,172.22.174.66:9100,node-exporter
2026-08-14 17:12:55.826011,0.0029728181818179356,172.22.174.66:9100,node-exporter
2026-08-14 17:13:00.828442,0.0029622727272743013,172.22.174.66:9100,node-exporter
2026-08-14 17:13:05.828413,0.0029256181818172163,172.22.174.66:9100,node-exporter
2026-08-14 17:13:10.828177,0.002921181818183785,172.22.174.66:9100,node-exporter
2026-08-14 17:13:15.825936,0.002931563636364196,172.22.174.66:9100,node-exporter
2026-08-14 17:13:20.827698,0.002916527272728589,172.22.174.66:9100,node-exporter
2026-08-14 17:13:25.827872,0.0029186181818183533,172.22.174.66:9100,node-exporter
2026-08-14 17:13:30.826161,0.0029270363636359517,172.22.174.66:9100,node-exporter
2026-08-14 17:13:35.828406,0.002920563636365097,172.22.174.66:9100,node-exporter
2026-08-14 17:13:40.827703,0.0029084181818172343,172.22.174.66:9100,node-exporter
2026-08-14 17:13:45.823618,0.002918690909090897,172.22.174.66:9100,node-exporter
2026-08-14 17:13:50.828415,0.002911454545456267,172.22.174.66:9100,node-exporter
2026-08-14 17:13:55.828417,0.0029223454545444835,172.22.174.66:9100,node-exporter
2026-08-14 17:14:00.828406,0.0029149272727284946,172.22.174.66:9100,node-exporter
2026-08-14 17:14:05.824736,0.0030947636363614283,172.22.174.66:9100,node-exporter
2026-08-14 17:14:10.828414,0.0030816181818181573,172.22.174.66:9100,node-exporter
2026-08-14 17:14:15.826134,0.003083436363635883,172.22.174.66:9100,node-exporter
2026-08-14 17:14:20.828485,0.003065818181818775,172.22.174.66:9100,node-exporter
2026-08-14 17:14:25.828415,0.0030581272727286802,172.22.174.66:9100,node-exporter
2026-08-14 17:14:30.824941,0.0030472909090886705,172.22.174.66:9100,node-exporter
2026-08-14 17:14:35.824207,0.003045654545454371,172.22.174.66:9100,node-exporter
2026-08-14 17:14:40.824412,0.003022363636364389,172.22.174.66:9100,node-exporter
2026-08-14 17:14:45.828421,0.0030690545454531686,172.22.174.66:9100,node-exporter
2026-08-14 17:14:50.824943,0.0030565272727265187,172.22.174.66:9100,node-exporter
2026-08-14 17:14:55.828411,0.0030729272727285204,172.22.174.66:9100,node-exporter
2026-08-14 17:15:00.828405,0.002903236363638164,172.22.174.66:9100,node-exporter
2026-08-14 17:15:05.824065,0.0029206727272718456,172.22.174.66:9100,node-exporter
2026-08-14 17:15:10.828407,0.002896581818181816,172.22.174.66:9100,node-exporter
2026-08-14 17:15:15.828418,0.0028992909090902685,172.22.174.66:9100,node-exporter
2026-08-14 17:15:20.827114,0.002894090909088928,172.22.174.66:9100,node-exporter
2026-08-14 17:15:25.827872,0.002937945454548505,172.22.174.66:9100,node-exporter
2026-08-14 17:15:30.828407,0.002915472727272572,172.22.174.66:9100,node-exporter
2026-08-14 17:15:35.824381,0.0028959090909087206,172.22.174.66:9100,node-exporter
2026-08-14 17:15:40.828383,0.002850563636364065,172.22.174.66:9100,node-exporter
2026-08-14 17:15:45.828409,0.002866763636364505,172.22.174.66:9100,node-exporter
2026-08-14 17:15:50.827942,0.0028494909090899124,172.22.174.66:9100,node-exporter
2026-08-14 17:15:55.828407,0.0028363272727285056,172.22.174.66:9100,node-exporter
2026-08-14 17:16:00.828427,0.002823963636363012,172.22.174.66:9100,node-exporter
2026-08-14 17:16:05.826866,0.0028440545454548717,172.22.174.66:9100,node-exporter
2026-08-14 17:16:10.828556,0.0028704727272745663,172.22.174.66:9100,node-exporter
2026-08-14 17:16:15.828404,0.002888345454545577,172.22.174.66:9100,node-exporter
2026-08-14 17:16:20.824934,0.0028378363636358535,172.22.174.66:9100,node-exporter
2026-08-14 17:16:25.828386,0.0028565818181815216,172.22.174.66:9100,node-exporter
2026-08-14 17:16:30.828394,0.0028714909090901777,172.22.174.66:9100,node-exporter
2026-08-14 17:16:35.828411,0.002852945454546071,172.22.174.66:9100,node-exporter
2026-08-14 17:16:40.828399,0.0028487818181805445,172.22.174.66:9100,node-exporter
2026-08-14 17:16:45.828423,0.002822636363634956,172.22.174.66:9100,node-exporter
2026-08-14 17:16:50.826652,0.0028434363636341167,172.22.174.66:9100,node-exporter
